niveau	ID	Wetenschappelijke naam	Naam	Euring	Species id	Familie	Soortgroep	Soortstatus	Datum	Tijd	invoerdatum	timestamp	type waarneming	Aantal	min	max	Geslacht	telmethode	Kleed	Gedrag	X	Y	lat	Lng	Biotoop	Gebied	Gemeente	Provincie	Zeker	escape	link	precisie	loc_methode	protocol	status	Foto's	Collectienr.	Waardplant	substraat	Methode	Toelichting	Locatie	Tags	Transecten
+	185169408	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	16:00	05/02/2020	34:02.2	ObsMapp	5	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,57511"	"27,74549"	"27,7454891204834"	"-15,5751085281372"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169408	25	110	1	O	0		-	-	onbekend	"""adult niet in coll subfossiel"""			0
+	185169409	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	15:54	05/02/2020	34:02.2	ObsMapp	10	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57511"	"27,74524"	"27,7452354431152"	"-15,5751085281372"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169409	25	110	1	O	0		-	-	onbekend	"""in coll subfossiel"""			0
+	185169410	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	05/02/2020	15:48	05/02/2020	34:02.3	ObsMapp	15	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57508"	"27,74513"	"27,7451286315918"	"-15,5750846862793"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169410	25	110	1	O	0		-	-	onbekend	"""Obelus despreauxi adult in coll subfossiel"""			0
+	185169411	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	13:08	05/02/2020	34:02.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,54351"	"27,79330"	"27,7933044433594"	"-15,5435104370117"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169411	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185169412	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	12:59	05/02/2020	34:02.3	ObsMapp	15	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,54348"	"27,79334"	"27,7933444976807"	"-15,5434770584106"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169412	25	110	1	O	0		-	-	onbekend	"""psathyra temperata? adult in coll"""			0
+	185169413	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	12:33	05/02/2020	34:02.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,54265"	"27,79296"	"27,7929553985596"	"-15,5426483154297"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169413	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185169414	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	12:29	05/02/2020	34:02.5	ObsMapp	1	0	0	onbekend	onbekend	onbekend	levend dier	"-15,54255"	"27,79295"	"27,7929534912109"	"-15,5425491333008"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169414	25	110	1	O	1		-	-	onbekend	"""berkeleii adult levend niet in coll"""			0
+	185169415	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	12:15	05/02/2020	34:02.6	ObsMapp	3	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,54155"	"27,79305"	"27,7930450439453"	"-15,5415506362915"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169415	25	110	1	O	0		-	-	onbekend	"""berkeleii adult in coll"""			0
+	185169416	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	05/02/2020	12:14	05/02/2020	28:35.8	ObsMapp	60	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,54147"	"27,79302"	"27,79301834"	"-15,54146767"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169416	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Ancylus striatus Quoy & Gaimard, 1834 bodemstaal in coll"""			0
+	185169417	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	12:02	05/02/2020	34:02.6	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,54061"	"27,79187"	"27,7918682098389"	"-15,5406084060669"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169417	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185169418	Physella acuta	Puntige blaashoren	0	19151	Physidae (Blaashorens e.a.)	molluscs	Native	05/02/2020	11:53	05/02/2020	29:13.6	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,54066"	"27,79182"	"27,79182243"	"-15,5406599"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169418	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185169419	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	05/02/2020	11:52	05/02/2020	29:49.4	ObsMapp	30	0	0	onbekend	schatting	onbekend	levend dier	"-15,54066"	"27,79183"	"27,79182625"	"-15,54065704"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169419	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Ancylus striatus Quoy & Gaimard, 1834 levend niet in coll"""			0
+	185169420	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	05/02/2020	11:45	05/02/2020	30:22.6	ObsMapp	30	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,54070"	"27,79174"	"27,7917366"	"-15,54069805"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169420	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Ancylus striatus Quoy & Gaimard, 1834 adult in coll"""			0
+	185169421	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	11:30	05/02/2020	34:02.7	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53767"	"27,79024"	"27,7902374267578"	"-15,537672996521"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169421	25	110	1	O	0		-	-	onbekend	"""berkeleii adult in coll"""			0
+	185169422	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	11:22	05/02/2020	34:02.7	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53681"	"27,79004"	"27,7900447845459"	"-15,5368137359619"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169422	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185169423	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	11:10	05/02/2020	34:02.7	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,53665"	"27,78613"	"27,7861328125"	"-15,5366487503052"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169423	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185169424	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	11:10	05/02/2020	34:02.7	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53665"	"27,78616"	"27,7861576080322"	"-15,5366516113281"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169424	25	110	1	O	0		-	-	onbekend	"""berkeleii adult niet in coll"""			0
+	185169425	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	10:48	05/02/2020	34:02.7	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53671"	"27,78429"	"27,7842884063721"	"-15,5367107391357"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169425	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185169426	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	10:42	05/02/2020	34:02.8	ObsMapp	3	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53686"	"27,78386"	"27,783863067627"	"-15,5368585586548"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169426	25	110	1	O	0		-	-	onbekend	"""berkeleii in coll"""			0
+	185169427	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	10:38	05/02/2020	34:02.8	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,53607"	"27,78343"	"27,7834281921387"	"-15,5360708236694"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169427	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185169428	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	10:06	05/02/2020	34:02.8	ObsMapp	10	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53146"	"27,77902"	"27,7790222167969"	"-15,5314569473267"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169428	25	110	1	O	0		-	-	onbekend	"""berkeleii in coll"""			0
+	185169429	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	10:05	05/02/2020	34:02.8	ObsMapp	25	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,53144"	"27,77904"	"27,7790412902832"	"-15,5314407348633"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169429	25	110	1	O	0		-	-	onbekend	"""persimilis adult in coll"""			0
+	185169430	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	09:59	05/02/2020	34:02.8	ObsMapp	2	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,53096"	"27,77936"	"27,7793560028076"	"-15,5309648513794"	 onbekend	Spain - Gran Canaria - San Bartolomé de Tirajana	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169430	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185231895	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	07/02/2020	12:39	07/02/2020	40:28.3	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74839"	"27,97849"	"27,97849274"	"-15,74839211"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231895	25	110	1	O	0		-	Niet van toepassing	onbekend	"""adult niet in coll"""			0
+	185231896	Pomatias spec.		0	695122	Pomatiidae (Rondmondhorens)	molluscs	Native	07/02/2020	12:38	07/02/2020	40:02.1	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74842"	"27,97850"	"27,97850037"	"-15,74841785"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231896	25	110	1	O	0		-	Niet van toepassing	onbekend	"""laevigatus niet in coll"""			0
+	185231897	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	12:34	07/02/2020	39:31.7	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74838"	"27,97841"	"27,97840881"	"-15,74837589"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231897	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus validoi in coll"""			0
+	185231898	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	12:30	07/02/2020	39:09.4	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74851"	"27,97817"	"27,97816658"	"-15,74850941"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231898	25	110	1	O	0		-	Niet van toepassing	onbekend	"""persimilis 1 juv, 1 adult niet in coll"""			0
+	185231900	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	11:44	07/02/2020	38:49.2	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74764"	"27,98180"	"27,98180199"	"-15,74763775"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231900	25	110	1	O	0		-	Niet van toepassing	onbekend	"""persimilis niet in coll"""			0
+	185231901	Physella acuta	Puntige blaashoren	0	19151	Physidae (Blaashorens e.a.)	molluscs	Native	07/02/2020	11:28	07/02/2020	34:01.9	ObsMapp	10	0	0	onbekend	schatting	onbekend	levend dier	"-15,74796"	"27,98225"	"27,9822483062744"	"-15,7479591369629"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231901	25	110	1	O	0		-	-	onbekend	"""levend niet in coll"""			0
+	185231902	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	07/02/2020	11:28	07/02/2020	34:01.9	ObsMapp	40	0	0	onbekend	schatting	onbekend	levend dier	"-15,74793"	"27,98224"	"27,9822444915771"	"-15,7479305267334"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231902	25	110	1	O	0		-	-	onbekend	"""striatus levend niet in coll"""			0
+	185231904	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	07/02/2020	11:15	07/02/2020	36:53.6	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74792"	"27,98220"	"27,98220062"	"-15,74792004"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231904	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Ancylus striatus in coll"""			0
+	185231905	Pseudosuccinea columella		0	822475	Lymnaeidae (Poelslakken e.a.)	molluscs	Native	07/02/2020	11:15	07/02/2020	37:11.3	ObsMapp	40	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74792"	"27,98220"	"27,98219872"	"-15,74791813"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231905	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231906	Physella acuta	Puntige blaashoren	0	19151	Physidae (Blaashorens e.a.)	molluscs	Native	07/02/2020	11:15	07/02/2020	37:36.0	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74792"	"27,98220"	"27,98219872"	"-15,74791813"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231906	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231907	Radix spec.	Oorvormige- /Ovale- /Begroeide poelslak	0	234957	Lymnaeidae (Poelslakken e.a.)	molluscs	Native	07/02/2020	11:15	07/02/2020	38:04.6	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74793"	"27,98221"	"27,98221397"	"-15,74792862"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231907	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231908	Gyraulus parvus	Amerikaanse schijfhoren	0	822542	Planorbidae (Schijfhorens e.a.)	molluscs	Native	07/02/2020	11:00	07/02/2020	36:07.2	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74813"	"27,98284"	"27,98283577"	"-15,74813175"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231908	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231909	Radix spec.	Oorvormige- /Ovale- /Begroeide poelslak	0	234957	Lymnaeidae (Poelslakken e.a.)	molluscs	Native	07/02/2020	10:51	07/02/2020	36:23.3	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74812"	"27,98280"	"27,98279762"	"-15,74812222"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231909	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231910	Physella acuta	Puntige blaashoren	0	19151	Physidae (Blaashorens e.a.)	molluscs	Native	07/02/2020	10:50	07/02/2020	34:15.3	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74812"	"27,98281"	"27,98280716"	"-15,74811554"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231910	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231911	Physella acuta	Puntige blaashoren	0	19151	Physidae (Blaashorens e.a.)	molluscs	Native	07/02/2020	10:50	07/02/2020	34:02.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	levend dier	"-15,74812"	"27,98281"	"27,9828071594238"	"-15,7481155395508"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231911	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185231912	Pseudosuccinea columella		0	822475	Lymnaeidae (Poelslakken e.a.)	molluscs	Native	07/02/2020	10:50	07/02/2020	34:56.6	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74810"	"27,98281"	"27,98280907"	"-15,74809933"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231912	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll"""			0
+	185231913	Ancylus spec.		0	688757	Ancylidae	molluscs	Native	07/02/2020	10:49	07/02/2020	33:26.0	ObsMapp	7	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74809"	"27,98279"	"27,98278999"	"-15,74809265"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231913	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Ancylus striatus in coll"""			0
+	185231914	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	10:27	07/02/2020	28:18.8	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74889"	"27,98284"	"27,98283958"	"-15,74889183"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231914	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus interpunctatus, adult in coll"""			0
+	185231915	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	10:27	07/02/2020	30:05.0	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74889"	"27,98284"	"27,98283958"	"-15,74889183"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231915	25	110	1	O	0		-	Niet van toepassing	onbekend	"""psathyra temperata in coll"""			0
+	185231916	Gibbulinella spec.		0	693696	Streptaxidae	molluscs	Native	07/02/2020	10:27	07/02/2020	32:02.2	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74892"	"27,98283"	"27,98283195"	"-15,74891663"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231916	25	110	1	O	0		-	Niet van toepassing	onbekend	"""juv. in coll"""			0
+	185231917	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	10:27	07/02/2020	31:11.6	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	levend dier	"-15,74893"	"27,98282"	"27,9828167"	"-15,74892521"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231917	25	110	1	O	0		-	Niet van toepassing	onbekend	"""persimilis niet in coll levend"""			0
+	185231918	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	10:26	07/02/2020	34:02.2	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74924"	"27,98274"	"27,9827423095703"	"-15,7492418289185"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231918	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185231919	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	07/02/2020	10:26	07/02/2020	34:02.2	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74928"	"27,98272"	"27,982723236084"	"-15,7492771148682"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231919	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185231920	Pomatias spec.		0	695122	Pomatiidae (Rondmondhorens)	molluscs	Native	07/02/2020	10:26	07/02/2020	27:29.9	ObsMapp	4	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74937"	"27,98271"	"27,98270607"	"-15,74937248"	 onbekend	Spain - Gran Canaria - Tejeda	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231920	25	110	1	O	0		-	Niet van toepassing	onbekend	"""laevigatus in coll (adult)"""			0
+	185231921	Pomatias spec.		0	695122	Pomatiidae (Rondmondhorens)	molluscs	Native	07/02/2020	09:58	07/02/2020	22:00.0	ObsMapp	1	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75104"	"27,98425"	"27,98424721"	"-15,75104427"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231921	25	110	1	O	0		-	Niet van toepassing	onbekend	"""laevigatus in coll"""			0
+	185231922	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	07/02/2020	09:57	07/02/2020	21:21.4	ObsMapp	3	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75099"	"27,98426"	"27,98425674"	"-15,75098705"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231922	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll (2 adult, 1 juv.)"""			0
+	185231923	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	07/02/2020	09:55	07/02/2020	18:00.0	ObsMapp	11	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75110"	"27,98420"	"27,98419952"	"-15,75110054"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231923	25	110	1	O	0		-	Niet van toepassing	onbekend	"""Napaeus interpunctatus (6 adult, 5 juv.) in coll"""			0
+	185231924	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	07/02/2020	09:55	07/02/2020	20:26.2	ObsMapp	7	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,75112"	"27,98420"	"27,98419952"	"-15,75111675"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231924	25	110	1	O	0		-	Niet van toepassing	onbekend	"""in coll, adult"""			0
+	185231925	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	09:50	07/02/2020	16:02.9	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,75175"	"27,98427"	"27,98427391"	"-15,75175095"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231925	25	110	1	O	0		-	Niet van toepassing	onbekend	"""persimilis in coll"""			0
+	185231926	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	07/02/2020	09:46	07/02/2020	14:32.7	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,75283"	"27,98385"	"27,98385048"	"-15,75283241"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231926	25	110	1	O	0		-	Niet van toepassing	onbekend	"""psathyra temperata in coll"""			0
+	185231927	Pomatias spec.		0	695122	Pomatiidae (Rondmondhorens)	molluscs	Native	07/02/2020	09:05	07/02/2020	10:56.3	ObsMapp	6	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76625"	"27,97767"	"27,97766876"	"-15,7662487"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231927	25	110	1	O	0		-	Niet van toepassing	onbekend	"""laevigatus in coll"""			0
+	185231928	Gibbulinella spec.		0	693696	Streptaxidae	molluscs	Native	07/02/2020	09:00	07/02/2020	25:13.1	ObsMapp	4	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76634"	"27,97780"	"27,97780418"	"-15,76633644"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231928	25	110	1	O	0		-	Niet van toepassing	onbekend	"""3 adult, 1 juv. in coll"""			0
+	185231929	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	07/02/2020	08:52	07/02/2020	09:28.1	ObsMapp	3	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,76833"	"27,97717"	"27,97716904"	"-15,76833057"	 onbekend	Spain - Gran Canaria - San Nicolás de Tolentino	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185231929	25	110	1	O	0		-	Niet van toepassing	onbekend	"""3 juv in coll"""			0
